,date,game_key,배민관,신정락,유경국,김지용,이창호,임찬규,송윤준,윤지웅,임정우,최성훈,이준형,소사,류제국,허프,김대현,유재유,고우석,손주영,이창율,이찬혁,신승현,이동현,장진용,차우찬,진해수,유원상,봉중근,정찬헌,최동환,여건욱
60,2017-06-14,20170614LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6666666666666667, 1.7142857142857142, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.1647058823529413, 2.5, 1.0493827160493827]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.1158536585365855, 2.1, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4230769230769231, 1.5555555555555556, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9405940594059405, 1.1881188118811883, 4.083333333333333, 5.611111111111111]","[0, 0, 3.6486486486486487, 1.2486486486486488, 2.5454545454545454, 5.6060606060606055]","[1, 0, 3.9375000000000004, 1.09375, 6.75, 6.4]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 0.6, 6.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.724770642201835, 1.1422018348623852, 4.5625, 6.606060606060606]","[0, 1, 2.4107142857142856, 1.125, 3.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.837837837837839, 1.581081081081081, 1.4166666666666667, 1.027777777777778]","[0, 0, 3.8571428571428568, 1.2428571428571429, 2.857142857142857, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]"
61,2017-06-15,20170615LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6666666666666667, 1.7142857142857142, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.1647058823529413, 2.5, 1.0493827160493827]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.1158536585365855, 2.1, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.951219512195122, 1.353658536585366, 1.6666666666666667, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9405940594059405, 1.1881188118811883, 4.083333333333333, 5.611111111111111]","[0, 0, 3.6486486486486487, 1.2486486486486488, 2.5454545454545454, 5.6060606060606055]","[0, 0, 3.9375000000000004, 1.09375, 6.75, 6.4]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 0.0, 0.5714285714285714, 6.0, 0.875]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.598326359832636, 1.117154811715481, 5.0625, 6.638888888888889]","[0, 0, 2.4107142857142856, 1.125, 3.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.760000000000001, 1.56, 1.5, 1.0]","[0, 0, 3.8571428571428568, 1.2428571428571429, 2.857142857142857, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]"
62,2017-06-16,20170616LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.5789473684210527, 1.8571428571428572, 0.8735632183908045]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8255813953488373, 1.2906976744186045, 2.3333333333333335, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.1158536585365855, 2.1, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.353658536585366, 1.6666666666666667, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9405940594059405, 1.1881188118811883, 4.083333333333333, 5.611111111111111]","[1, 0, 3.4581280788177344, 1.2413793103448274, 2.32, 5.638888888888889]","[0, 0, 3.9375000000000004, 1.09375, 6.75, 6.4]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 0.5714285714285714, 6.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.598326359832636, 1.117154811715481, 5.0625, 6.638888888888889]","[0, 1, 2.327586206896552, 1.1896551724137931, 2.7142857142857144, 0.5858585858585859]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.538461538461538, 1.5, 1.5, 1.0]","[0, 0, 3.8571428571428568, 1.2428571428571429, 2.857142857142857, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]"
63,2017-06-17,20170617LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.8571428571428572, 0.8735632183908045]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8255813953488373, 1.2906976744186045, 2.3333333333333335, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.1158536585365855, 2.1, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.3214285714285714, 1.6666666666666667, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7972972972972974, 1.135135135135135, 4.75, 5.6923076923076925]","[0, 0, 3.4581280788177344, 1.2413793103448274, 2.32, 5.638888888888889]","[0, 0, 3.9375000000000004, 1.09375, 6.75, 6.4]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 0.5714285714285714, 6.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.598326359832636, 1.117154811715481, 5.0625, 6.638888888888889]","[0, 0, 2.327586206896552, 1.1896551724137931, 2.7142857142857144, 0.5858585858585859]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.5, 1.5, 1.0]","[0, 1, 3.698630136986301, 1.1917808219178083, 2.857142857142857, 1.0579710144927537]","[0, 0, 0, 0, 0, 0]"
64,2017-06-18,20170618LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.443037974683544, 1.6329113924050633, 1.8571428571428572, 0.8777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.640449438202247, 1.348314606741573, 2.2, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.0883977900552484, 1.12707182320442, 2.142857142857143, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7674418604651163, 1.2906976744186045, 1.7777777777777777, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7972972972972974, 1.135135135135135, 4.75, 5.6923076923076925]","[0, 0, 3.4581280788177344, 1.2413793103448274, 2.32, 5.638888888888889]","[0, 0, 3.9375000000000004, 1.09375, 6.75, 6.4]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 2.16, 0.84, 8.0, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.598326359832636, 1.117154811715481, 5.0625, 6.638888888888889]","[0, 1, 2.288135593220339, 1.1694915254237288, 2.7142857142857144, 0.5784313725490197]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.5, 1.5, 1.0]","[0, 1, 3.6486486486486487, 1.1756756756756757, 2.857142857142857, 1.027777777777778]","[0, 0, 0, 0, 0, 0]"
65,2017-06-20,20170620SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.443037974683544, 1.6329113924050633, 1.8571428571428572, 0.8777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.640449438202247, 1.348314606741573, 2.2, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0883977900552484, 1.12707182320442, 2.142857142857143, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7674418604651163, 1.2906976744186045, 1.7777777777777777, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7972972972972974, 1.135135135135135, 4.75, 5.6923076923076925]","[0, 0, 3.4581280788177344, 1.2413793103448274, 2.32, 5.638888888888889]","[1, 0, 3.375, 1.05, 6.4, 6.666666666666667]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 2.16, 0.84, 8.0, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.598326359832636, 1.117154811715481, 5.0625, 6.638888888888889]","[0, 0, 2.288135593220339, 1.1694915254237288, 2.7142857142857144, 0.5784313725490197]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.5, 1.5, 1.0]","[0, 0, 3.6486486486486487, 1.1756756756756757, 2.857142857142857, 1.027777777777778]","[0, 0, 0, 0, 0, 0]"
66,2017-06-21,20170621SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.443037974683544, 1.6329113924050633, 1.8571428571428572, 0.8777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.640449438202247, 1.348314606741573, 2.2, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0883977900552484, 1.12707182320442, 2.142857142857143, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5604395604395607, 1.2857142857142858, 1.8888888888888888, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7972972972972974, 1.135135135135135, 4.75, 5.6923076923076925]","[0, 0, 3.4581280788177344, 1.2413793103448274, 2.32, 5.638888888888889]","[0, 0, 3.375, 1.05, 6.4, 6.666666666666667]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 1.9285714285714284, 0.75, 9.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8365758754863815, 1.132295719844358, 5.5625, 6.58974358974359]","[0, 0, 2.288135593220339, 1.1694915254237288, 2.7142857142857144, 0.5784313725490197]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.5, 1.5, 1.0]","[0, 1, 4.101265822784811, 1.2151898734177216, 2.5, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]"
67,2017-06-22,20170622SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.447058823529412, 1.5529411764705883, 2.142857142857143, 0.9139784946236559]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.640449438202247, 1.348314606741573, 2.2, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0883977900552484, 1.12707182320442, 2.142857142857143, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5604395604395607, 1.2857142857142858, 1.8888888888888888, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7972972972972974, 1.135135135135135, 4.75, 5.6923076923076925]","[1, 0, 3.698630136986301, 1.2465753424657535, 2.4615384615384617, 5.615384615384615]","[0, 0, 3.375, 1.05, 6.4, 6.666666666666667]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 1.9285714285714284, 0.75, 9.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8365758754863815, 1.132295719844358, 5.5625, 6.58974358974359]","[0, 1, 2.25, 1.2, 2.857142857142857, 0.5714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.2682926829268295, 1.4634146341463414, 1.5833333333333333, 1.0123456790123457]","[0, 0, 4.101265822784811, 1.2151898734177216, 2.5, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]"
68,2017-06-23,20170623LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.447058823529412, 1.5529411764705883, 2.142857142857143, 0.9139784946236559]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.640449438202247, 1.348314606741573, 2.2, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0883977900552484, 1.12707182320442, 2.142857142857143, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8152173913043477, 1.3369565217391304, 1.8888888888888888, 1.0574712643678161]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0, 1.1358024691358024, 4.461538461538462, 5.785714285714286]","[0, 0, 3.698630136986301, 1.2465753424657535, 2.4615384615384617, 5.615384615384615]","[0, 0, 3.375, 1.05, 6.4, 6.666666666666667]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 1, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 1.9285714285714284, 0.75, 9.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8365758754863815, 1.132295719844358, 5.5625, 6.58974358974359]","[0, 0, 2.25, 1.2, 2.857142857142857, 0.5714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.4634146341463414, 1.5833333333333333, 1.0123456790123457]","[0, 0, 4.101265822784811, 1.2151898734177216, 2.5, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]"
69,2017-06-24,20170624LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.447058823529412, 1.5529411764705883, 2.142857142857143, 0.9139784946236559]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.2765957446808511, 2.4, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8032786885245904, 1.1639344262295082, 2.142857142857143, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8152173913043477, 1.3369565217391304, 1.8888888888888888, 1.0574712643678161]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1358024691358024, 4.461538461538462, 5.785714285714286]","[0, 0, 3.698630136986301, 1.2465753424657535, 2.4615384615384617, 5.615384615384615]","[0, 0, 3.375, 1.05, 6.4, 6.666666666666667]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 2.4545454545454546, 0.8181818181818182, 10.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8365758754863815, 1.132295719844358, 5.5625, 6.58974358974359]","[0, 1, 2.109375, 1.171875, 3.0, 0.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.4634146341463414, 1.5833333333333333, 1.0123456790123457]","[0, 0, 4.101265822784811, 1.2151898734177216, 2.5, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]"
70,2017-06-25,20170625LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5, 2.5, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.2765957446808511, 2.4, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8032786885245904, 1.1639344262295082, 2.142857142857143, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8152173913043477, 1.3369565217391304, 1.8888888888888888, 1.0574712643678161]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1358024691358024, 4.461538461538462, 5.785714285714286]","[0, 0, 3.698630136986301, 1.2465753424657535, 2.4615384615384617, 5.615384615384615]","[1, 0, 3.306122448979592, 1.0204081632653061, 5.666666666666667, 7.0]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 2.4545454545454546, 0.8181818181818182, 10.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8365758754863815, 1.132295719844358, 5.5625, 6.58974358974359]","[0, 1, 2.3823529411764706, 1.1470588235294117, 2.625, 0.6126126126126127]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.08235294117647, 1.4823529411764707, 1.6153846153846154, 1.0119047619047619]","[0, 0, 4.101265822784811, 1.2151898734177216, 2.5, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]"
71,2017-06-27,20170627LGLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.935483870967742, 1.5483870967741935, 2.5, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.2424242424242424, 2.4, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8032786885245904, 1.1639344262295082, 2.142857142857143, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8152173913043477, 1.3369565217391304, 1.8888888888888888, 1.0574712643678161]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1358024691358024, 4.461538461538462, 5.785714285714286]","[0, 0, 3.698630136986301, 1.2465753424657535, 2.4615384615384617, 5.615384615384615]","[0, 0, 3.306122448979592, 1.0204081632653061, 5.666666666666667, 7.0]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 2.131578947368421, 0.7894736842105263, 10.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.1648351648351647, 1.120879120879121, 5.75, 6.5]","[0, 1, 2.3478260869565215, 1.173913043478261, 2.625, 0.6052631578947368]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.9655172413793105, 1.4482758620689655, 1.7692307692307692, 1.0]","[0, 0, 4.101265822784811, 1.2151898734177216, 2.5, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]"
72,2017-06-28,20170628LGLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.5625, 2.5714285714285716, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7800000000000002, 1.3199999999999998, 2.4, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8032786885245904, 1.1639344262295082, 2.142857142857143, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7741935483870965, 1.3548387096774193, 2.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1358024691358024, 4.461538461538462, 5.785714285714286]","[1, 0, 3.9230769230769234, 1.2820512820512822, 2.4444444444444446, 5.571428571428571]","[0, 0, 3.306122448979592, 1.0204081632653061, 5.666666666666667, 7.0]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 2.131578947368421, 0.7894736842105263, 10.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1648351648351647, 1.120879120879121, 5.75, 6.5]","[0, 1, 3.130434782608696, 1.3043478260869565, 2.3333333333333335, 0.5897435897435898]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.8, 1.5, 1.7857142857142858, 1.0]","[0, 0, 4.101265822784811, 1.2151898734177216, 2.5, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]"
73,2017-06-30,20170630HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.5625, 2.5714285714285716, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7800000000000002, 1.3199999999999998, 2.4, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8032786885245904, 1.1639344262295082, 2.142857142857143, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.818181818181818, 1.3636363636363635, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.7142857142857142, 1.25, 0.5185185185185186]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4904942965779466, 1.1863117870722433, 4.533333333333333, 5.844444444444445]","[0, 0, 3.9230769230769234, 1.2820512820512822, 2.4444444444444446, 5.571428571428571]","[0, 0, 3.306122448979592, 1.0204081632653061, 5.666666666666667, 7.0]","[0, 1, 6.352941176470588, 1.46218487394958, 1.5333333333333334, 2.833333333333333]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 2.131578947368421, 0.7894736842105263, 10.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1648351648351647, 1.120879120879121, 5.75, 6.5]","[0, 0, 3.130434782608696, 1.3043478260869565, 2.3333333333333335, 0.5897435897435898]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.5, 1.7857142857142858, 1.0]","[0, 0, 4.101265822784811, 1.2151898734177216, 2.5, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]"
