,date,game_key,장민익,임진우,이현호,안규영,니퍼트,강동연,김명성,윤명준,함덕주,박진우,홍영현,한주성,최병욱,전용훈,박성민,채지선,남경호,고봉재,보우덴,김성배,정재훈,장원준,이현승,이용찬,이원재,이용호,김강률,홍상삼,진야곱,성영훈,유희관,조승수,오현택,고원준,허준혁,오장훈
54,2016-06-07,20160607OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.368421052631579, 1.8333333333333333, 1.1875]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9056603773584904, 1.471698113207547, 3.142857142857143, 5.888888888888889]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9189189189189193, 1.054054054054054, 12.0, 1.1212121212121213]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.3942857142857146, 1.2685714285714285, 4.076923076923077, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8365384615384616, 4.111111111111111, 1.2839506172839505]","[1, 0, 3.7292817679558015, 1.591160220994475, 1.4857142857142858, 6.033333333333333]","[0, 0, 3.6486486486486487, 1.2567567567567568, 5.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8095238095238095, 1.5833333333333333, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.118644067796611, 1.6101694915254237, 1.125, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.888, 1.32, 2.0, 3.7878787878787876]","[0, 0, 0, 0, 0, 0]"
55,2016-06-08,20160608OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.368421052631579, 1.8333333333333333, 1.1875]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9056603773584904, 1.471698113207547, 3.142857142857143, 5.888888888888889]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.054054054054054, 12.0, 1.1212121212121213]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.3942857142857146, 1.2685714285714285, 4.076923076923077, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8365384615384616, 4.111111111111111, 1.2839506172839505]","[0, 0, 3.7292817679558015, 1.591160220994475, 1.4857142857142858, 6.033333333333333]","[0, 0, 3.6486486486486487, 1.2567567567567568, 5.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8095238095238095, 1.5833333333333333, 1.4]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9149999999999996, 1.515, 1.24, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 1, 1.8, 1.0, 2.0, 5.0]","[0, 0, 3.888, 1.32, 2.0, 3.7878787878787876]","[0, 0, 0, 0, 0, 0]"
56,2016-06-09,20160609OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.368421052631579, 1.8333333333333333, 1.1875]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.3934426229508197, 1.3770491803278688, 3.217391304347826, 6.1]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.054054054054054, 12.0, 1.1212121212121213]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.3942857142857146, 1.2685714285714285, 4.076923076923077, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5233644859813085, 0.8971962616822431, 3.7, 1.2738095238095237]","[0, 0, 3.7292817679558015, 1.591160220994475, 1.4857142857142858, 6.033333333333333]","[0, 0, 3.6486486486486487, 1.2567567567567568, 5.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8095238095238095, 1.5833333333333333, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9149999999999996, 1.515, 1.24, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 1.8, 1.0, 2.0, 5.0]","[0, 0, 3.888, 1.32, 2.0, 3.7878787878787876]","[0, 0, 0, 0, 0, 0]"
57,2016-06-10,20160610LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.368421052631579, 1.8333333333333333, 1.1875]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3934426229508197, 1.3770491803278688, 3.217391304347826, 6.1]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6341463414634148, 1.024390243902439, 12.0, 1.1388888888888888]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[1, 0, 3.5276381909547743, 1.221105527638191, 4.6923076923076925, 6.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4107142857142856, 0.9107142857142857, 3.4545454545454546, 1.2873563218390804]","[0, 0, 3.7292817679558015, 1.591160220994475, 1.4857142857142858, 6.033333333333333]","[0, 1, 3.506493506493506, 1.2077922077922076, 5.0, 1.0266666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8095238095238095, 1.5833333333333333, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9149999999999996, 1.515, 1.24, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 1.8, 1.0, 2.0, 5.0]","[0, 0, 3.888, 1.32, 2.0, 3.7878787878787876]","[0, 0, 0, 0, 0, 0]"
58,2016-06-11,20160611LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.368421052631579, 1.8333333333333333, 1.1875]","[0, 1, 0.0, 1.1666666666666667, 2, 6.0]","[0, 0, 3.3934426229508197, 1.3770491803278688, 3.217391304347826, 6.1]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.068181818181818, 1.090909090909091, 12.0, 1.1282051282051282]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.5276381909547743, 1.221105527638191, 4.6923076923076925, 6.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9107142857142857, 3.4545454545454546, 1.2873563218390804]","[0, 0, 3.7292817679558015, 1.591160220994475, 1.4857142857142858, 6.033333333333333]","[0, 1, 3.375, 1.2, 5.25, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.25, 1.5833333333333333, 1.6666666666666667, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9149999999999996, 1.515, 1.24, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 1, 1.5, 1.0, 2.5, 3.0]","[1, 0, 3.796875, 1.2890625, 2.0, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]"
59,2016-06-12,20160612LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.368421052631579, 1.8333333333333333, 1.1875]","[0, 0, 0.0, 1.1666666666666667, 2, 6.0]","[0, 0, 3.3934426229508197, 1.3770491803278688, 3.217391304347826, 6.1]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.1590909090909092, 12.0, 1.0476190476190477]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.5276381909547743, 1.221105527638191, 4.6923076923076925, 6.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 0.9391304347826086, 3.6363636363636362, 1.277777777777778]","[1, 0, 3.4925373134328357, 1.537313432835821, 1.4871794871794872, 6.090909090909091]","[0, 0, 3.375, 1.2, 5.25, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.5833333333333333, 1.6666666666666667, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9149999999999996, 1.515, 1.24, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 1.5, 1.0, 2.5, 3.0]","[0, 0, 3.796875, 1.2890625, 2.0, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]"
60,2016-06-14,20160614OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.368421052631579, 1.8333333333333333, 1.1875]","[0, 1, 0.0, 1.44, 1.25, 4.166666666666667]","[0, 0, 3.3934426229508197, 1.3770491803278688, 3.217391304347826, 6.1]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.0851063829787235, 13.0, 1.0444444444444445]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.5276381909547743, 1.221105527638191, 4.6923076923076925, 6.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.677685950413223, 0.9421487603305785, 3.909090909090909, 1.3010752688172045]","[0, 0, 3.4925373134328357, 1.537313432835821, 1.4871794871794872, 6.090909090909091]","[0, 0, 3.375, 1.2, 5.25, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.04, 1.56, 1.6666666666666667, 1.4705882352941178]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.031674208144796, 1.506787330316742, 1.56, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 1.5, 1.0, 2.5, 3.0]","[0, 0, 3.796875, 1.2890625, 2.0, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]"
61,2016-06-15,20160615OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.368421052631579, 1.8333333333333333, 1.1875]","[0, 0, 0.0, 1.44, 1.25, 4.166666666666667]","[1, 0, 3.55609756097561, 1.3609756097560977, 2.9615384615384617, 6.212121212121212]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.148936170212766, 13.0, 0.9791666666666666]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.5276381909547743, 1.221105527638191, 4.6923076923076925, 6.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 0.9193548387096774, 3.909090909090909, 1.2916666666666667]","[0, 0, 3.4925373134328357, 1.537313432835821, 1.4871794871794872, 6.090909090909091]","[0, 1, 3.8117647058823527, 1.2352941176470589, 4.2, 1.0493827160493827]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.04, 1.56, 1.6666666666666667, 1.4705882352941178]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.031674208144796, 1.506787330316742, 1.56, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 1, 4.909090909090909, 1.2272727272727273, 2.0, 2.444444444444444]","[0, 0, 3.796875, 1.2890625, 2.0, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]"
62,2016-06-16,20160616OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.120689655172414, 1.3448275862068966, 1.8333333333333333, 1.1372549019607843]","[0, 0, 0.0, 1.44, 1.25, 4.166666666666667]","[0, 0, 3.55609756097561, 1.3609756097560977, 2.9615384615384617, 6.212121212121212]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.148936170212766, 13.0, 0.9791666666666666]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[1, 0, 3.4838709677419355, 1.2165898617511521, 4.125, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.9193548387096774, 3.909090909090909, 1.2916666666666667]","[0, 0, 3.4925373134328357, 1.537313432835821, 1.4871794871794872, 6.090909090909091]","[0, 0, 3.8117647058823527, 1.2352941176470589, 4.2, 1.0493827160493827]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.846153846153846, 1.5769230769230769, 1.4285714285714286, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.031674208144796, 1.506787330316742, 1.56, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.909090909090909, 1.2272727272727273, 2.0, 2.444444444444444]","[0, 0, 3.796875, 1.2890625, 2.0, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]"
63,2016-06-17,20160617OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.120689655172414, 1.3448275862068966, 1.8333333333333333, 1.1372549019607843]","[0, 0, 0.0, 1.44, 1.25, 4.166666666666667]","[0, 0, 3.55609756097561, 1.3609756097560977, 2.9615384615384617, 6.212121212121212]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.306122448979592, 1.1632653061224492, 13.0, 0.9607843137254901]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.4838709677419355, 1.2165898617511521, 4.125, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.9193548387096774, 3.909090909090909, 1.2916666666666667]","[0, 0, 3.4925373134328357, 1.537313432835821, 1.4871794871794872, 6.090909090909091]","[0, 0, 3.8117647058823527, 1.2352941176470589, 4.2, 1.0493827160493827]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.5714285714285714, 1.7857142857142858, 1.4736842105263157]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.031674208144796, 1.506787330316742, 1.56, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.909090909090909, 1.2272727272727273, 2.0, 2.444444444444444]","[1, 0, 4.36764705882353, 1.3676470588235294, 1.8235294117647058, 3.4871794871794872]","[0, 0, 0, 0, 0, 0]"
64,2016-06-18,20160618OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.120689655172414, 1.3448275862068966, 1.8333333333333333, 1.1372549019607843]","[0, 0, 0.0, 1.44, 1.25, 4.166666666666667]","[0, 0, 3.55609756097561, 1.3609756097560977, 2.9615384615384617, 6.212121212121212]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.1632653061224492, 13.0, 0.9607843137254901]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.4838709677419355, 1.2165898617511521, 4.125, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5511811023622046, 0.921259842519685, 4.181818181818182, 1.2828282828282829]","[1, 0, 3.2399999999999998, 1.4666666666666666, 1.6666666666666667, 6.25]","[0, 1, 3.9886363636363638, 1.2613636363636365, 4.2, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.5714285714285714, 1.7857142857142858, 1.4736842105263157]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.031674208144796, 1.506787330316742, 1.56, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.909090909090909, 1.2272727272727273, 2.0, 2.444444444444444]","[0, 0, 4.36764705882353, 1.3676470588235294, 1.8235294117647058, 3.4871794871794872]","[0, 0, 0, 0, 0, 0]"
65,2016-06-19,20160619OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.120689655172414, 1.3448275862068966, 1.8333333333333333, 1.1372549019607843]","[0, 0, 0.0, 1.44, 1.25, 4.166666666666667]","[0, 0, 3.55609756097561, 1.3609756097560977, 2.9615384615384617, 6.212121212121212]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.1632653061224492, 13.0, 0.9607843137254901]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.4838709677419355, 1.2165898617511521, 4.125, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4732824427480917, 0.9389312977099237, 3.9166666666666665, 1.284313725490196]","[0, 0, 3.2399999999999998, 1.4666666666666666, 1.6666666666666667, 6.25]","[0, 1, 3.8571428571428568, 1.3186813186813187, 4.6, 1.0459770114942528]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.5714285714285714, 1.7857142857142858, 1.4736842105263157]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.179916317991632, 1.5313807531380752, 1.6538461538461537, 6.128205128205129]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.909090909090909, 1.2272727272727273, 2.0, 2.444444444444444]","[0, 0, 4.36764705882353, 1.3676470588235294, 1.8235294117647058, 3.4871794871794872]","[0, 0, 0, 0, 0, 0]"
66,2016-06-21,20160621KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.868852459016393, 1.3770491803278688, 1.7142857142857142, 1.1296296296296295]","[0, 1, 0.9642857142857142, 1.3928571428571428, 1.75, 3.111111111111111]","[1, 0, 3.632286995515695, 1.345291479820628, 2.962962962962963, 6.194444444444444]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.1632653061224492, 13.0, 0.9607843137254901]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.4838709677419355, 1.2165898617511521, 4.125, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4732824427480917, 0.9389312977099237, 3.9166666666666665, 1.284313725490196]","[0, 0, 3.2399999999999998, 1.4666666666666666, 1.6666666666666667, 6.25]","[0, 0, 3.8571428571428568, 1.3186813186813187, 4.6, 1.0459770114942528]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.5714285714285714, 1.7857142857142858, 1.4736842105263157]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.179916317991632, 1.5313807531380752, 1.6538461538461537, 6.128205128205129]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 1, 4.695652173913043, 1.3043478260869565, 2.0, 1.9166666666666667]","[0, 0, 4.36764705882353, 1.3676470588235294, 1.8235294117647058, 3.4871794871794872]","[0, 0, 0, 0, 0, 0]"
