,date,game_key,박시영,이경우,이지모,김원중,김성호,홍성민,박진형,이성민,박세웅,김유영,최영환,박한길,차재용,배제성,린드블럼,레일리,안태경,박종무,한승혁,김영일,김성재,김남길,강영식,정대현,이명우,이정민,윤길현,노경은,허준혁,손승락,배장호,이재곤,송승준,강승현,진명호
91,2016-07-29,20160729LTKT0,"[0, 1, 5.651162790697675, 1.5, 2.1333333333333333, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.484375, 1.453125, 1.875, 0.735632183908046]","[0, 1, 5.275862068965518, 1.4827586206896552, 1.8709677419354838, 2.0]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.783464566929133, 1.5236220472440944, 2.230769230769231, 5.291666666666667]","[0, 1, 5.1923076923076925, 1.5, 1.9090909090909092, 1.1304347826086956]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.840125391849529, 1.523510971786834, 1.8478260869565217, 5.907407407407407]","[0, 0, 3.698630136986301, 1.3232876712328767, 2.7714285714285714, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 1, 4.395348837209303, 2.0232558139534884, 0.6363636363636364, 0.6825396825396826]","[0, 1, 8.4, 1.7333333333333334, 1.411764705882353, 0.75]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 0, 5.142857142857142, 1.5142857142857142, 2.3076923076923075, 1.0]","[0, 0, 7.125, 1.4583333333333333, 1.8, 3.4285714285714284]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.5757575757575757, 1.4736842105263157, 1.1]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
92,2016-07-30,20160730LTKT0,"[0, 0, 5.651162790697675, 1.5, 2.1333333333333333, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.453125, 1.875, 0.735632183908046]","[0, 0, 5.275862068965518, 1.4827586206896552, 1.8709677419354838, 2.0]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.783464566929133, 1.5236220472440944, 2.230769230769231, 5.291666666666667]","[0, 1, 5.126582278481013, 1.4810126582278482, 2.0, 1.097222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.840125391849529, 1.523510971786834, 1.8478260869565217, 5.907407407407407]","[0, 0, 3.698630136986301, 1.3232876712328767, 2.7714285714285714, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.395348837209303, 2.0232558139534884, 0.6363636363636364, 0.6825396825396826]","[0, 0, 8.4, 1.7333333333333334, 1.411764705882353, 0.75]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 1, 5.0, 1.5, 2.3076923076923075, 1.0]","[1, 0, 8.132530120481928, 1.6626506024096386, 1.2666666666666666, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.5757575757575757, 1.4736842105263157, 1.1]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
93,2016-07-31,20160731LTKT0,"[0, 0, 5.651162790697675, 1.5, 2.1333333333333333, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.318181818181818, 1.5, 1.7777777777777777, 0.7333333333333333]","[0, 1, 5.554285714285714, 1.5257142857142856, 1.7575757575757576, 1.9444444444444444]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.783464566929133, 1.5236220472440944, 2.230769230769231, 5.291666666666667]","[0, 1, 5.0625, 1.5, 1.8333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.840125391849529, 1.523510971786834, 1.8478260869565217, 5.907407407407407]","[1, 0, 4.071428571428571, 1.373015873015873, 2.5789473684210527, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.395348837209303, 2.0232558139534884, 0.6363636363636364, 0.6825396825396826]","[0, 0, 8.4, 1.7333333333333334, 1.411764705882353, 0.75]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 0, 5.0, 1.5, 2.3076923076923075, 1.0]","[0, 0, 8.132530120481928, 1.6626506024096386, 1.2666666666666666, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.5757575757575757, 1.4736842105263157, 1.1]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
94,2016-08-03,20160803WOLT0,"[0, 0, 5.651162790697675, 1.5, 2.1333333333333333, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.318181818181818, 1.5, 1.7777777777777777, 0.7333333333333333]","[0, 0, 5.554285714285714, 1.5257142857142856, 1.7575757575757576, 1.9444444444444444]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[1, 0, 4.747252747252747, 1.5054945054945055, 2.4, 5.352941176470588]","[0, 1, 5.0, 1.5185185185185186, 1.8333333333333333, 1.0384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.840125391849529, 1.523510971786834, 1.8478260869565217, 5.907407407407407]","[0, 0, 4.071428571428571, 1.373015873015873, 2.5789473684210527, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.395348837209303, 2.0232558139534884, 0.6363636363636364, 0.6825396825396826]","[0, 0, 8.4, 1.7333333333333334, 1.411764705882353, 0.75]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 1, 4.821428571428571, 1.4732142857142856, 2.357142857142857, 1.0090090090090091]","[0, 0, 8.132530120481928, 1.6626506024096386, 1.2666666666666666, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.742574257425743, 1.6930693069306932, 1.3333333333333333, 1.086021505376344]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
95,2016-08-04,20160804WOLT0,"[0, 1, 5.225806451612903, 1.4193548387096775, 2.2666666666666666, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.4571428571428573, 1.7777777777777777, 0.7526881720430108]","[0, 0, 5.554285714285714, 1.5257142857142856, 1.7575757575757576, 1.9444444444444444]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.747252747252747, 1.5054945054945055, 2.4, 5.352941176470588]","[0, 1, 5.333333333333333, 1.5925925925925926, 1.8333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.918918918918919, 1.5765765765765767, 1.72, 5.842105263157895]","[0, 0, 4.071428571428571, 1.373015873015873, 2.5789473684210527, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 1, 3.8571428571428568, 1.959183673469388, 0.5833333333333334, 0.7424242424242423]","[0, 1, 8.604395604395604, 1.7472527472527473, 1.411764705882353, 0.7398373983739837]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 0, 4.821428571428571, 1.4732142857142856, 2.357142857142857, 1.0090090090090091]","[0, 0, 8.132530120481928, 1.6626506024096386, 1.2666666666666666, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.6930693069306932, 1.3333333333333333, 1.086021505376344]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
96,2016-08-05,20160805OBLT0,"[0, 0, 5.225806451612903, 1.4193548387096775, 2.2666666666666666, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4571428571428573, 1.7777777777777777, 0.7526881720430108]","[1, 0, 5.676136363636364, 1.5511363636363638, 1.7058823529411764, 1.8924731182795698]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.747252747252747, 1.5054945054945055, 2.4, 5.352941176470588]","[0, 0, 5.333333333333333, 1.5925925925925926, 1.8333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.918918918918919, 1.5765765765765767, 1.72, 5.842105263157895]","[0, 0, 4.071428571428571, 1.373015873015873, 2.5789473684210527, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 3.8571428571428568, 1.959183673469388, 0.5833333333333334, 0.7424242424242423]","[0, 0, 8.604395604395604, 1.7472527472527473, 1.411764705882353, 0.7398373983739837]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 1, 4.615384615384616, 1.4615384615384615, 2.4285714285714284, 1.0263157894736843]","[0, 0, 8.132530120481928, 1.6626506024096386, 1.2666666666666666, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.7428571428571429, 1.3181818181818181, 1.09375]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
97,2016-08-06,20160806OBLT0,"[0, 1, 5.11578947368421, 1.4210526315789473, 2.1875, 1.4393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.178082191780821, 1.4794520547945207, 1.7777777777777777, 0.7604166666666666]","[0, 0, 5.676136363636364, 1.5511363636363638, 1.7058823529411764, 1.8924731182795698]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.747252747252747, 1.5054945054945055, 2.4, 5.352941176470588]","[0, 1, 5.926829268292683, 1.6463414634146343, 1.7692307692307692, 0.9761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.918918918918919, 1.5765765765765767, 1.72, 5.842105263157895]","[0, 0, 4.071428571428571, 1.373015873015873, 2.5789473684210527, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 3.8571428571428568, 1.959183673469388, 0.5833333333333334, 0.7424242424242423]","[0, 0, 8.604395604395604, 1.7472527472527473, 1.411764705882353, 0.7398373983739837]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 0, 4.615384615384616, 1.4615384615384615, 2.4285714285714284, 1.0263157894736843]","[1, 0, 7.147058823529412, 1.588235294117647, 1.2222222222222223, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.7428571428571429, 1.3181818181818181, 1.09375]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 1, 9.0, 2.0, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]"
98,2016-08-07,20160807OBLT0,"[0, 1, 4.959183673469388, 1.3775510204081634, 2.1875, 1.4202898550724636]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.178082191780821, 1.4794520547945207, 1.7777777777777777, 0.7604166666666666]","[0, 0, 5.676136363636364, 1.5511363636363638, 1.7058823529411764, 1.8924731182795698]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.747252747252747, 1.5054945054945055, 2.4, 5.352941176470588]","[0, 0, 5.926829268292683, 1.6463414634146343, 1.7692307692307692, 0.9761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.918918918918919, 1.5765765765765767, 1.72, 5.842105263157895]","[1, 0, 3.8863636363636367, 1.356060606060606, 2.641025641025641, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 1, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 1, 8.329787234042554, 1.6914893617021278, 1.411764705882353, 0.746031746031746]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 0, 4.615384615384616, 1.4615384615384615, 2.4285714285714284, 1.0263157894736843]","[0, 0, 7.147058823529412, 1.588235294117647, 1.2222222222222223, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.7428571428571429, 1.3181818181818181, 1.09375]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 1, 7.2, 1.6, 1.5, 1.25]","[0, 0, 0, 0, 0, 0]"
99,2016-08-09,20160809LTNC0,"[0, 1, 4.885714285714285, 1.3142857142857143, 2.25, 1.4583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.178082191780821, 1.4794520547945207, 1.7777777777777777, 0.7604166666666666]","[0, 0, 5.676136363636364, 1.5511363636363638, 1.7058823529411764, 1.8924731182795698]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[1, 0, 4.731958762886598, 1.5154639175257731, 2.3255813953488373, 5.388888888888889]","[0, 1, 5.855421686746988, 1.6626506024096386, 1.7142857142857142, 0.9540229885057472]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.918918918918919, 1.5765765765765767, 1.72, 5.842105263157895]","[0, 0, 3.8863636363636367, 1.356060606060606, 2.641025641025641, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 8.329787234042554, 1.6914893617021278, 1.411764705882353, 0.746031746031746]","[0, 1, 3.7720588235294117, 1.4558823529411764, 3.4545454545454546, 1.1623931623931625]","[0, 0, 4.615384615384616, 1.4615384615384615, 2.4285714285714284, 1.0263157894736843]","[0, 0, 7.147058823529412, 1.588235294117647, 1.2222222222222223, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.7428571428571429, 1.3181818181818181, 1.09375]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 1, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
100,2016-08-10,20160810LTNC0,"[0, 1, 5.25, 1.3333333333333333, 2.3125, 1.44]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.04, 1.44, 1.7777777777777777, 0.7575757575757576]","[0, 0, 5.676136363636364, 1.5511363636363638, 1.7058823529411764, 1.8924731182795698]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.731958762886598, 1.5154639175257731, 2.3255813953488373, 5.388888888888889]","[0, 1, 5.7176470588235295, 1.6588235294117648, 1.7333333333333334, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.6923076923076925, 1.5726495726495726, 1.8148148148148149, 5.85]","[0, 0, 3.8863636363636367, 1.356060606060606, 2.641025641025641, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 8.329787234042554, 1.6914893617021278, 1.411764705882353, 0.746031746031746]","[0, 1, 3.6906474820143886, 1.4244604316546763, 3.5454545454545454, 1.1583333333333334]","[0, 1, 4.462809917355372, 1.4132231404958677, 2.4285714285714284, 1.0341880341880343]","[0, 0, 7.147058823529412, 1.588235294117647, 1.2222222222222223, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0, 1.7777777777777777, 1.3181818181818181, 1.0909090909090908]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
101,2016-08-11,20160811HHLT0,"[0, 0, 5.25, 1.3333333333333333, 2.3125, 1.44]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.4415584415584415, 1.7, 0.7549019607843137]","[1, 0, 5.23469387755102, 1.469387755102041, 1.7714285714285714, 2.0416666666666665]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.731958762886598, 1.5154639175257731, 2.3255813953488373, 5.388888888888889]","[0, 0, 5.7176470588235295, 1.6588235294117648, 1.7333333333333334, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6923076923076925, 1.5726495726495726, 1.8148148148148149, 5.85]","[0, 0, 3.8863636363636367, 1.356060606060606, 2.641025641025641, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 1, 9.28125, 1.78125, 1.3888888888888888, 0.7441860465116279]","[0, 0, 3.6906474820143886, 1.4244604316546763, 3.5454545454545454, 1.1583333333333334]","[0, 1, 4.285714285714286, 1.3571428571428572, 2.4285714285714284, 1.05]","[0, 0, 7.147058823529412, 1.588235294117647, 1.2222222222222223, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.7777777777777777, 1.3181818181818181, 1.0909090909090908]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
102,2016-08-12,20160812HHLT0,"[0, 0, 5.25, 1.3333333333333333, 2.3125, 1.44]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4415584415584415, 1.7, 0.7549019607843137]","[0, 0, 5.23469387755102, 1.469387755102041, 1.7714285714285714, 2.0416666666666665]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.731958762886598, 1.5154639175257731, 2.3255813953488373, 5.388888888888889]","[0, 0, 5.7176470588235295, 1.6588235294117648, 1.7333333333333334, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6923076923076925, 1.5726495726495726, 1.8148148148148149, 5.85]","[0, 0, 3.8863636363636367, 1.356060606060606, 2.641025641025641, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.28125, 1.78125, 1.3888888888888888, 0.7441860465116279]","[0, 0, 3.6906474820143886, 1.4244604316546763, 3.5454545454545454, 1.1583333333333334]","[0, 1, 4.186046511627907, 1.3255813953488371, 2.4285714285714284, 1.048780487804878]","[1, 0, 6.3, 1.55, 1.0454545454545454, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2110091743119265, 1.81651376146789, 1.3181818181818181, 1.0686274509803921]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
